time,date,subj,trial,game_id,cellorder,upper_left,upper_right,lower_left,lower_right,pressedkey,chosen_cells,play
1394209089.395,"2014-03-07 16:18:15",045256,44,2112,2301,"[60, 70]","[40, 40]","[90, 90]","[70, 60]",down,"0,1",NULL
1394209095.166,"2014-03-07 16:18:26",045256,45,4154,2301,"[40, 10]","[40, 40]","[50, 50]","[10, 40]",down,"0,1",NULL
1394209106.324,"2014-03-07 16:18:35",045256,46,3144,2301,"[60, 30]","[60, 60]","[90, 90]","[30, 60]",down,"0,1",NULL
1394209116.016,"2014-03-07 16:18:44",045256,47,3164,2301,"[60, 30]","[40, 40]","[70, 70]","[30, 60]",down,"0,1",NULL
1394209124.931,"2014-03-07 16:18:54",045256,48,1144,0123,"[50, 50]","[30, 20]","[20, 30]","[60, 60]",down,"2,3",NULL
1394209134.488,"2014-03-07 16:19:05",045256,49,3083,2301,"[60, 30]","[20, 20]","[50, 50]","[30, 60]",down,"0,1",NULL
1394209145.117,"2014-03-07 16:19:43",045256,50,2073,3210,"[40, 40]","[60, 70]","[70, 60]","[50, 50]",up,"3,2",NULL
1394209183.459,"2014-03-07 16:19:57",045256,51,3031,2301,"[60, 30]","[60, 60]","[30, 30]","[30, 60]",up,"2,3",NULL
1394209197.749,"2014-03-07 16:20:07",045256,52,2122,1032,"[50, 60]","[90, 90]","[40, 40]","[60, 50]",up,"1,0",NULL
1394209207.689,"2014-03-07 16:20:15",045256,53,3063,1032,"[30, 60]","[30, 30]","[0, 0]","[60, 30]",up,"1,0",NULL
1394209215.499,"2014-03-07 16:20:26",045256,54,4122,2301,"[20, 50]","[40, 40]","[50, 50]","[50, 20]",down,"0,1",NULL
1394209226.952,"2014-03-07 16:20:38",045256,55,2092,2301,"[60, 50]","[40, 40]","[70, 70]","[50, 60]",down,"0,1",NULL
1394209238.525,"2014-03-07 16:20:47",045256,56,1102,1032,"[30, 40]","[50, 50]","[0, 0]","[40, 30]",up,"1,0",NULL
1394209247.182,"2014-03-07 16:20:55",045256,57,3134,0123,"[90, 90]","[30, 60]","[60, 30]","[40, 40]",up,"0,1",NULL
1394209255.109,"2014-03-07 16:21:05",045256,58,2063,2301,"[60, 70]","[40, 40]","[30, 30]","[70, 60]",up,"2,3",NULL
1394209265.257,"2014-03-07 16:21:18",045256,59,1134,2301,"[20, 30]","[40, 40]","[50, 50]","[30, 20]",down,"0,1",NULL
1394209278.818,"2014-03-07 16:21:36",045256,60,4053,3210,"[40, 40]","[80, 50]","[50, 80]","[50, 50]",down,"1,0",NULL
1394209296.823,"2014-03-07 16:21:46",045256,61,1031,3210,"[60, 60]","[80, 30]","[30, 80]","[50, 50]",up,"3,2",NULL
1394209306.857,"2014-03-07 16:22:00",045256,62,3122,0123,"[90, 90]","[30, 60]","[60, 30]","[20, 20]",up,"0,1",NULL
1394209320.894,"2014-03-07 16:22:07",045256,63,4011,0123,"[50, 50]","[30, 60]","[60, 30]","[40, 40]",up,"0,1",NULL
1394212616.786,"2014-03-07 17:18:01",046232,0,1031,3210,"[60, 60]","[30, 80]","[80, 30]","[50, 50]",left,"3,1",NULL
1394212682.053,"2014-03-07 17:19:21",046232,1,4154,1032,"[40, 10]","[50, 50]","[40, 40]","[10, 40]",left,"1,3",NULL
1394212761.347,"2014-03-07 17:20:10",046232,2,4053,2301,"[50, 80]","[40, 40]","[50, 50]","[80, 50]",left,"2,0",NULL
1394212810.564,"2014-03-07 17:20:47",046232,3,4073,2301,"[70, 60]","[40, 40]","[50, 50]","[60, 70]",right,"3,1",NULL
1394212847.461,"2014-03-07 17:21:25",046232,4,3102,2301,"[30, 60]","[0, 0]","[70, 70]","[60, 30]",left,"2,0",NULL
1394212885.55,"2014-03-07 17:21:33",046232,5,1112,2301,"[30, 20]","[0, 0]","[50, 50]","[20, 30]",left,"2,0",NULL
1394212893.787,"2014-03-07 17:21:40",046232,6,4112,2301,"[70, 20]","[40, 40]","[50, 50]","[20, 70]",left,"2,0",NULL
1394212900.41,"2014-03-07 17:21:46",046232,7,2021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",left,"3,1",NULL
1394212906.75,"2014-03-07 17:22:23",046232,8,3144,2301,"[30, 60]","[60, 60]","[90, 90]","[60, 30]",left,"2,0",NULL
1394212943.382,"2014-03-07 17:22:34",046232,9,1011,0123,"[50, 50]","[60, 30]","[30, 60]","[40, 40]",right,"1,3",NULL
1394212954.85,"2014-03-07 17:24:52",046232,10,4041,0123,"[50, 50]","[80, 30]","[30, 80]","[40, 40]",left,"0,2",NULL
1394213092.993,"2014-03-07 17:25:20",046232,11,3122,3210,"[20, 20]","[30, 60]","[60, 30]","[90, 90]",right,"2,0",NULL
1394213120.938,"2014-03-07 17:25:49",046232,12,4164,2301,"[30, 40]","[40, 40]","[50, 50]","[40, 30]",left,"2,0",NULL
1394213149.333,"2014-03-07 17:26:13",046232,13,4134,1032,"[20, 30]","[50, 50]","[40, 40]","[30, 20]",right,"0,2",NULL
1394213173.654,"2014-03-07 17:26:41",046232,14,1041,3210,"[40, 40]","[30, 80]","[80, 30]","[50, 50]",left,"3,1",NULL
1394213201.857,"2014-03-07 17:27:03",046232,15,1144,3210,"[60, 60]","[30, 20]","[20, 30]","[50, 50]",left,"3,1",NULL
1394213223.528,"2014-03-07 17:27:18",046232,16,3031,0123,"[30, 30]","[60, 30]","[30, 60]","[60, 60]",right,"1,3",NULL
1394213238.742,"2014-03-07 17:27:42",046232,17,4144,2301,"[10, 20]","[40, 40]","[50, 50]","[20, 10]",left,"2,0",NULL
1394213262.901,"2014-03-07 17:27:52",046232,18,3083,2301,"[30, 60]","[20, 20]","[50, 50]","[60, 30]",left,"2,0",NULL
1394213272.245,"2014-03-07 17:28:07",046232,19,2122,1032,"[60, 50]","[90, 90]","[40, 40]","[50, 60]",right,"0,2",NULL
1394213287.155,"2014-03-07 17:28:32",046232,20,1154,2301,"[30, 40]","[60, 60]","[50, 50]","[40, 30]",right,"3,1",NULL
1394213312.587,"2014-03-07 17:29:05",046232,21,3063,1032,"[60, 30]","[30, 30]","[0, 0]","[30, 60]",right,"0,2",NULL
1394213345.907,"2014-03-07 17:29:12",046232,22,3112,0123,"[90, 90]","[60, 30]","[30, 60]","[0, 0]",left,"0,2",NULL
1394213352.871,"2014-03-07 17:29:19",046232,23,1102,1032,"[40, 30]","[50, 50]","[0, 0]","[30, 40]",right,"0,2",NULL
1394213359.67,"2014-03-07 17:29:28",046232,24,3021,0123,"[50, 50]","[60, 30]","[30, 60]","[60, 60]",right,"1,3",NULL
1394213368.224,"2014-03-07 17:29:32",046232,25,3041,0123,"[30, 30]","[60, 30]","[30, 60]","[40, 40]",right,"1,3",NULL
1394213372.661,"2014-03-07 17:30:19",046232,26,3053,2301,"[30, 60]","[20, 20]","[30, 30]","[60, 30]",right,"3,1",NULL
1394213419.343,"2014-03-07 17:30:44",046232,27,4122,2301,"[50, 20]","[40, 40]","[50, 50]","[20, 50]",left,"2,0",NULL
1394213444.111,"2014-03-07 17:30:53",046232,28,2092,2301,"[50, 60]","[40, 40]","[70, 70]","[60, 50]",left,"2,0",NULL
1394213453.429,"2014-03-07 17:31:17",046232,29,4063,0123,"[50, 50]","[80, 70]","[70, 80]","[40, 40]",right,"1,3",NULL
1394213477.921,"2014-03-07 17:32:21",046232,30,2063,1032,"[60, 70]","[30, 30]","[40, 40]","[70, 60]",left,"1,3",NULL
1394213541.069,"2014-03-07 17:32:29",046232,31,4021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",left,"3,1",NULL
1394213550.0,"2014-03-07 17:32:35",046232,32,3092,0123,"[70, 70]","[60, 30]","[30, 60]","[20, 20]",left,"0,2",NULL
1394213555.27,"2014-03-07 17:32:41",046232,33,2031,0123,"[30, 30]","[60, 10]","[10, 60]","[40, 40]",right,"1,3",NULL
1394213561.839,"2014-03-07 17:32:58",046232,34,4083,2301,"[50, 60]","[40, 40]","[50, 50]","[60, 50]",left,"2,0",NULL
1394213578.341,"2014-03-07 17:33:29",046232,35,1053,1032,"[80, 30]","[50, 50]","[20, 20]","[30, 80]",right,"0,2",NULL
1394213609.165,"2014-03-07 17:34:18",046232,36,3154,1032,"[60, 30]","[70, 70]","[60, 60]","[30, 60]",left,"1,3",NULL
1394213658.339,"2014-03-07 17:34:49",046232,37,2134,3210,"[40, 40]","[30, 60]","[60, 30]","[90, 90]",right,"2,0",NULL
1394213689.471,"2014-03-07 17:34:57",046232,38,3011,2301,"[30, 60]","[40, 40]","[50, 50]","[60, 30]",right,"3,1",NULL
1394213697.378,"2014-03-07 17:35:27",046232,39,1134,1032,"[20, 30]","[50, 50]","[40, 40]","[30, 20]",right,"0,2",NULL
1394213727.223,"2014-03-07 17:35:57",046232,40,2011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",left,"3,1",NULL
1394213758.035,"2014-03-07 17:36:03",046232,41,4011,0123,"[50, 50]","[60, 30]","[30, 60]","[40, 40]",right,"1,3",NULL
1394213763.9,"2014-03-07 17:36:09",046232,42,2102,2301,"[70, 60]","[40, 40]","[70, 70]","[60, 70]",left,"2,0",NULL
1394213769.774,"2014-03-07 17:36:16",046232,43,4092,0123,"[50, 50]","[40, 50]","[50, 40]","[40, 40]",left,"0,2",NULL
1394213776.915,"2014-03-07 17:37:04",046232,44,2083,0123,"[50, 50]","[60, 50]","[50, 60]","[40, 40]",right,"1,3",NULL
1394213824.589,"2014-03-07 17:37:14",046232,45,2041,3210,"[40, 40]","[30, 60]","[60, 30]","[30, 30]",left,"3,1",NULL
1394213834.363,"2014-03-07 17:37:38",046232,46,3134,3210,"[40, 40]","[30, 60]","[60, 30]","[90, 90]",right,"2,0",NULL
1394213858.08,"2014-03-07 17:37:53",046232,47,2154,1032,"[60, 10]","[70, 70]","[40, 40]","[10, 60]",left,"1,3",NULL
1394213873.681,"2014-03-07 17:38:05",046232,48,1092,3210,"[20, 20]","[30, 40]","[40, 30]","[50, 50]",right,"2,0",NULL
1394213885.404,"2014-03-07 17:38:38",046232,49,2144,3210,"[40, 40]","[10, 60]","[60, 10]","[90, 90]",right,"2,0",NULL
1394213918.773,"2014-03-07 17:40:03",046232,50,1164,1032,"[40, 30]","[50, 50]","[40, 40]","[30, 40]",right,"0,2",NULL
1394214003.823,"2014-03-07 17:40:30",046232,51,2073,2301,"[70, 60]","[40, 40]","[50, 50]","[60, 70]",left,"2,0",NULL
1394214030.476,"2014-03-07 17:40:37",046232,52,4102,2301,"[70, 40]","[40, 40]","[50, 50]","[40, 70]",left,"2,0",NULL
1394214038.016,"2014-03-07 17:40:42",046232,53,1122,2301,"[30, 20]","[20, 20]","[50, 50]","[20, 30]",left,"2,0",NULL
1394214042.859,"2014-03-07 17:40:47",046232,54,2112,2301,"[70, 60]","[40, 40]","[90, 90]","[60, 70]",left,"2,0",NULL
1394214047.433,"2014-03-07 17:40:56",046232,55,2053,3210,"[40, 40]","[50, 60]","[60, 50]","[30, 30]",left,"3,1",NULL
1394214056.857,"2014-03-07 17:41:19",046232,56,3164,3210,"[40, 40]","[30, 60]","[60, 30]","[70, 70]",right,"2,0",NULL
1394214080.017,"2014-03-07 17:41:28",046232,57,4031,3210,"[40, 40]","[10, 80]","[80, 10]","[50, 50]",left,"3,1",NULL
1394214088.791,"2014-03-07 17:41:44",046232,58,1073,3210,"[0, 0]","[30, 60]","[60, 30]","[50, 50]",right,"2,0",NULL
1394214104.163,"2014-03-07 17:41:49",046232,59,3073,2301,"[30, 60]","[0, 0]","[50, 50]","[60, 30]",left,"2,0",NULL
1394214109.352,"2014-03-07 17:42:00",046232,60,1021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",left,"3,1",NULL
1394214120.619,"2014-03-07 17:42:12",046232,61,2164,1032,"[60, 30]","[70, 70]","[40, 40]","[30, 60]",right,"0,2",NULL
1394214132.367,"2014-03-07 17:42:33",046232,62,1083,1032,"[60, 30]","[50, 50]","[20, 20]","[30, 60]",right,"0,2",NULL
1394214153.79,"2014-03-07 17:42:44",046232,63,1063,0123,"[50, 50]","[80, 30]","[30, 80]","[0, 0]",left,"0,2",NULL
1394463961.479,"2014-03-10 15:06:23",047128,0,2011,0123,"[50, 50]","[60, 30]","[30, 60]","[40, 40]",down,"2,3",NULL
1394463983.625,"2014-03-10 15:06:53",047128,1,3122,3210,"[20, 20]","[30, 60]","[60, 30]","[90, 90]",up,"3,2",NULL
1394464013.6,"2014-03-10 15:07:05",047128,2,3053,0123,"[30, 30]","[60, 30]","[30, 60]","[20, 20]",down,"2,3",NULL
1394464026.0,"2014-03-10 15:07:14",047128,3,3164,0123,"[70, 70]","[60, 30]","[30, 60]","[40, 40]",down,"2,3",NULL
1394464034.563,"2014-03-10 15:07:28",047128,4,4092,0123,"[50, 50]","[40, 50]","[50, 40]","[40, 40]",up,"0,1",NULL
1394464048.637,"2014-03-10 15:08:01",047128,5,4063,3210,"[40, 40]","[70, 80]","[80, 70]","[50, 50]",up,"3,2",NULL
1394464081.489,"2014-03-10 15:08:16",047128,6,3092,1032,"[60, 30]","[70, 70]","[20, 20]","[30, 60]",down,"3,2",NULL
1394464096.428,"2014-03-10 15:08:36",047128,7,3083,1032,"[60, 30]","[50, 50]","[20, 20]","[30, 60]",down,"3,2",NULL
1394464116.567,"2014-03-10 15:08:52",047128,8,3144,1032,"[60, 30]","[90, 90]","[60, 60]","[30, 60]",up,"1,0",NULL
1394464132.363,"2014-03-10 15:09:18",047128,9,1011,2301,"[30, 60]","[40, 40]","[50, 50]","[60, 30]",up,"2,3",NULL
1394464158.577,"2014-03-10 15:10:18",047128,10,1164,3210,"[40, 40]","[30, 40]","[40, 30]","[50, 50]",up,"3,2",NULL
1394464218.074,"2014-03-10 15:10:50",047128,11,2144,3210,"[40, 40]","[10, 60]","[60, 10]","[90, 90]",down,"1,0",NULL
1394464250.618,"2014-03-10 15:11:01",047128,12,2041,2301,"[30, 60]","[40, 40]","[30, 30]","[60, 30]",up,"2,3",NULL
1394464261.208,"2014-03-10 15:11:47",047128,13,4031,0123,"[50, 50]","[80, 10]","[10, 80]","[40, 40]",down,"2,3",NULL
1394464307.85,"2014-03-10 15:12:30",047128,14,1053,0123,"[50, 50]","[80, 30]","[30, 80]","[20, 20]",up,"0,1",NULL
1394464350.626,"2014-03-10 15:12:44",047128,15,1154,3210,"[60, 60]","[30, 40]","[40, 30]","[50, 50]",up,"3,2",NULL
1394464364.405,"2014-03-10 15:13:05",047128,16,3041,1032,"[60, 30]","[30, 30]","[40, 40]","[30, 60]",down,"3,2",NULL
1394464385.946,"2014-03-10 15:13:13",047128,17,4122,2301,"[50, 20]","[40, 40]","[50, 50]","[20, 50]",down,"0,1",NULL
1394464393.841,"2014-03-10 15:13:22",047128,18,2122,1032,"[60, 50]","[90, 90]","[40, 40]","[50, 60]",up,"1,0",NULL
1394464403.025,"2014-03-10 15:13:38",047128,19,2154,3210,"[40, 40]","[10, 60]","[60, 10]","[70, 70]",down,"1,0",NULL
1394464418.723,"2014-03-10 15:14:03",047128,20,2021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",up,"3,2",NULL
1394464443.352,"2014-03-10 15:14:14",047128,21,4154,2301,"[10, 40]","[40, 40]","[50, 50]","[40, 10]",up,"2,3",NULL
1394464454.757,"2014-03-10 15:14:26",047128,22,2031,1032,"[60, 10]","[30, 30]","[40, 40]","[10, 60]",down,"3,2",NULL
1394464466.407,"2014-03-10 15:14:43",047128,23,1122,3210,"[20, 20]","[30, 20]","[20, 30]","[50, 50]",down,"1,0",NULL
1394464483.836,"2014-03-10 15:15:09",047128,24,2073,2301,"[70, 60]","[40, 40]","[50, 50]","[60, 70]",down,"0,1",NULL
1394464509.965,"2014-03-10 15:15:17",047128,25,3102,0123,"[70, 70]","[60, 30]","[30, 60]","[0, 0]",up,"0,1",NULL
1394464517.814,"2014-03-10 15:15:37",047128,26,3154,1032,"[60, 30]","[70, 70]","[60, 60]","[30, 60]",up,"1,0",NULL
1394464537.653,"2014-03-10 15:15:56",047128,27,3063,2301,"[30, 60]","[0, 0]","[30, 30]","[60, 30]",down,"0,1",NULL
1394464556.299,"2014-03-10 15:16:23",047128,28,4011,2301,"[30, 60]","[40, 40]","[50, 50]","[60, 30]",up,"2,3",NULL
1394464583.853,"2014-03-10 15:16:39",047128,29,4112,0123,"[50, 50]","[20, 70]","[70, 20]","[40, 40]",up,"0,1",NULL
1394464599.775,"2014-03-10 15:17:38",047128,30,4144,0123,"[50, 50]","[20, 10]","[10, 20]","[40, 40]",up,"0,1",NULL
1394464658.749,"2014-03-10 15:17:49",047128,31,3112,0123,"[90, 90]","[60, 30]","[30, 60]","[0, 0]",up,"0,1",NULL
1394464669.355,"2014-03-10 15:18:02",047128,32,4134,0123,"[50, 50]","[20, 30]","[30, 20]","[40, 40]",up,"0,1",NULL
1394464682.236,"2014-03-10 15:18:31",047128,33,1102,3210,"[0, 0]","[30, 40]","[40, 30]","[50, 50]",down,"1,0",NULL
1394464711.245,"2014-03-10 15:19:19",047128,34,2134,0123,"[90, 90]","[60, 30]","[30, 60]","[40, 40]",down,"2,3",NULL
1394464759.114,"2014-03-10 15:19:32",047128,35,4164,0123,"[50, 50]","[40, 30]","[30, 40]","[40, 40]",down,"2,3",NULL
1394464773.036,"2014-03-10 15:19:47",047128,36,4041,0123,"[50, 50]","[80, 30]","[30, 80]","[40, 40]",down,"2,3",NULL
1394464788.001,"2014-03-10 15:19:58",047128,37,1041,3210,"[40, 40]","[30, 80]","[80, 30]","[50, 50]",up,"3,2",NULL
1394464798.964,"2014-03-10 15:20:14",047128,38,2053,1032,"[60, 50]","[30, 30]","[40, 40]","[50, 60]",down,"3,2",NULL
1394464814.955,"2014-03-10 15:20:40",047128,39,1031,2301,"[30, 80]","[60, 60]","[50, 50]","[80, 30]",up,"2,3",NULL
1394464840.999,"2014-03-10 15:21:01",047128,40,2112,1032,"[60, 70]","[90, 90]","[40, 40]","[70, 60]",up,"1,0",NULL
1394464861.77,"2014-03-10 15:21:19",047128,41,3031,1032,"[60, 30]","[30, 30]","[60, 60]","[30, 60]",down,"3,2",NULL
1394464879.733,"2014-03-10 15:21:31",047128,42,2164,0123,"[70, 70]","[60, 30]","[30, 60]","[40, 40]",down,"2,3",NULL
1394464891.498,"2014-03-10 15:21:43",047128,43,1134,2301,"[30, 20]","[40, 40]","[50, 50]","[20, 30]",down,"0,1",NULL
1394464903.946,"2014-03-10 15:21:58",047128,44,2083,1032,"[60, 50]","[50, 50]","[40, 40]","[50, 60]",down,"3,2",NULL
1394464918.436,"2014-03-10 15:22:07",047128,45,1073,0123,"[50, 50]","[60, 30]","[30, 60]","[0, 0]",down,"2,3",NULL
1394464927.242,"2014-03-10 15:22:16",047128,46,1083,0123,"[50, 50]","[60, 30]","[30, 60]","[20, 20]",down,"2,3",NULL
1394464936.215,"2014-03-10 15:22:27",047128,47,3073,2301,"[30, 60]","[0, 0]","[50, 50]","[60, 30]",up,"2,3",NULL
1394464947.555,"2014-03-10 15:22:35",047128,48,2102,3210,"[40, 40]","[70, 60]","[60, 70]","[70, 70]",down,"1,0",NULL
1394464955.728,"2014-03-10 15:22:44",047128,49,1092,0123,"[50, 50]","[40, 30]","[30, 40]","[20, 20]",down,"2,3",NULL
1394464964.093,"2014-03-10 15:24:21",047128,50,3011,2301,"[30, 60]","[40, 40]","[50, 50]","[60, 30]",up,"2,3",NULL
1394465061.585,"2014-03-10 15:24:31",047128,51,1063,2301,"[30, 80]","[0, 0]","[50, 50]","[80, 30]",up,"2,3",NULL
1394465071.925,"2014-03-10 15:24:44",047128,52,4073,1032,"[60, 70]","[50, 50]","[40, 40]","[70, 60]",up,"1,0",NULL
1394465084.932,"2014-03-10 15:25:01",047128,53,1112,1032,"[20, 30]","[50, 50]","[0, 0]","[30, 20]",up,"1,0",NULL
1394465101.12,"2014-03-10 15:25:10",047128,54,3134,0123,"[90, 90]","[60, 30]","[30, 60]","[40, 40]",up,"0,1",NULL
1394465110.285,"2014-03-10 15:25:27",047128,55,1144,0123,"[50, 50]","[20, 30]","[30, 20]","[60, 60]",up,"0,1",NULL
1394465127.491,"2014-03-10 15:25:39",047128,56,3021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1394465139.839,"2014-03-10 15:25:51",047128,57,4102,0123,"[50, 50]","[40, 70]","[70, 40]","[40, 40]",up,"0,1",NULL
1394465151.502,"2014-03-10 15:25:59",047128,58,4083,3210,"[40, 40]","[50, 60]","[60, 50]","[50, 50]",up,"3,2",NULL
1394465159.735,"2014-03-10 15:26:07",047128,59,2063,2301,"[70, 60]","[40, 40]","[30, 30]","[60, 70]",down,"0,1",NULL
1394465168.05,"2014-03-10 15:26:22",047128,60,4021,3210,"[40, 40]","[10, 60]","[60, 10]","[50, 50]",up,"3,2",NULL
1394465182.847,"2014-03-10 15:26:34",047128,61,1021,2301,"[30, 60]","[60, 60]","[50, 50]","[60, 30]",up,"2,3",NULL
1394465194.13,"2014-03-10 15:26:49",047128,62,2092,2301,"[50, 60]","[40, 40]","[70, 70]","[60, 50]",up,"2,3",NULL
1394465209.951,"2014-03-10 15:27:00",047128,63,4053,1032,"[80, 50]","[50, 50]","[40, 40]","[50, 80]",down,"3,2",NULL
1394539712.799,"2014-03-11 12:09:39",048512,0,3083,0123,"[50, 50]","[30, 60]","[60, 30]","[20, 20]",right,"1,3",NULL
1394539779.305,"2014-03-11 12:09:51",048512,1,1134,0123,"[50, 50]","[30, 20]","[20, 30]","[40, 40]",left,"0,2",NULL
1394539791.511,"2014-03-11 12:10:03",048512,2,1011,2301,"[60, 30]","[40, 40]","[50, 50]","[30, 60]",right,"3,1",NULL
1394539803.643,"2014-03-11 12:10:17",048512,3,4011,2301,"[60, 30]","[40, 40]","[50, 50]","[30, 60]",right,"3,1",NULL
1394539817.409,"2014-03-11 12:10:23",048512,4,3041,1032,"[30, 60]","[30, 30]","[40, 40]","[60, 30]",left,"1,3",NULL
1394539823.906,"2014-03-11 12:10:32",048512,5,3164,0123,"[70, 70]","[30, 60]","[60, 30]","[40, 40]",left,"0,2",NULL
1394539832.463,"2014-03-11 12:10:39",048512,6,1092,3210,"[20, 20]","[40, 30]","[30, 40]","[50, 50]",right,"2,0",NULL
1394539840.045,"2014-03-11 12:10:48",048512,7,4073,1032,"[70, 60]","[50, 50]","[40, 40]","[60, 70]",right,"0,2",NULL
1394539848.725,"2014-03-11 12:10:53",048512,8,3112,3210,"[0, 0]","[60, 30]","[30, 60]","[90, 90]",right,"2,0",NULL
1394539853.541,"2014-03-11 12:11:01",048512,9,1031,2301,"[80, 30]","[60, 60]","[50, 50]","[30, 80]",left,"2,0",NULL
1394539861.25,"2014-03-11 12:11:16",048512,10,2144,0123,"[90, 90]","[10, 60]","[60, 10]","[40, 40]",left,"0,2",NULL
1394539876.821,"2014-03-11 12:11:25",048512,11,2083,2301,"[60, 50]","[40, 40]","[50, 50]","[50, 60]",right,"3,1",NULL
1394539885.328,"2014-03-11 12:11:32",048512,12,4134,1032,"[30, 20]","[50, 50]","[40, 40]","[20, 30]",right,"0,2",NULL
1394539892.11,"2014-03-11 12:11:38",048512,13,4144,2301,"[20, 10]","[40, 40]","[50, 50]","[10, 20]",left,"2,0",NULL
1394539898.983,"2014-03-11 12:11:45",048512,14,1154,0123,"[50, 50]","[30, 40]","[40, 30]","[60, 60]",right,"1,3",NULL
1394539905.958,"2014-03-11 12:11:53",048512,15,4102,2301,"[40, 70]","[40, 40]","[50, 50]","[70, 40]",left,"2,0",NULL
1394539913.134,"2014-03-11 12:12:00",048512,16,2092,0123,"[70, 70]","[50, 60]","[60, 50]","[40, 40]",left,"0,2",NULL
1394539920.54,"2014-03-11 12:12:11",048512,17,3073,3210,"[0, 0]","[60, 30]","[30, 60]","[50, 50]",left,"3,1",NULL
1394539931.288,"2014-03-11 12:12:16",048512,18,4092,3210,"[40, 40]","[40, 50]","[50, 40]","[50, 50]",right,"2,0",NULL
1394539937.01,"2014-03-11 12:12:21",048512,19,3102,0123,"[70, 70]","[30, 60]","[60, 30]","[0, 0]",left,"0,2",NULL
1394539941.894,"2014-03-11 12:13:30",048512,20,3154,1032,"[30, 60]","[70, 70]","[60, 60]","[60, 30]",left,"1,3",NULL
1394540010.091,"2014-03-11 12:13:37",048512,21,2154,2301,"[60, 10]","[40, 40]","[70, 70]","[10, 60]",left,"2,0",NULL
1394540017.313,"2014-03-11 12:13:42",048512,22,3053,3210,"[20, 20]","[60, 30]","[30, 60]","[30, 30]",left,"3,1",NULL
1394540022.739,"2014-03-11 12:13:51",048512,23,4154,3210,"[40, 40]","[40, 10]","[10, 40]","[50, 50]",right,"2,0",NULL
1394540031.712,"2014-03-11 12:13:59",048512,24,2031,1032,"[10, 60]","[30, 30]","[40, 40]","[60, 10]",left,"1,3",NULL
1394540040.044,"2014-03-11 12:14:04",048512,25,1021,2301,"[60, 30]","[60, 60]","[50, 50]","[30, 60]",right,"3,1",NULL
1394540044.375,"2014-03-11 12:14:10",048512,26,3092,3210,"[20, 20]","[60, 30]","[30, 60]","[70, 70]",right,"2,0",NULL
1394540050.741,"2014-03-11 12:14:14",048512,27,2041,2301,"[60, 30]","[40, 40]","[30, 30]","[30, 60]",right,"3,1",NULL
1394540055.008,"2014-03-11 12:14:23",048512,28,4021,1032,"[10, 60]","[50, 50]","[40, 40]","[60, 10]",left,"1,3",NULL
1394540063.565,"2014-03-11 12:14:27",048512,29,1102,2301,"[40, 30]","[0, 0]","[50, 50]","[30, 40]",left,"2,0",NULL
1394540067.705,"2014-03-11 12:14:54",048512,30,2073,2301,"[60, 70]","[40, 40]","[50, 50]","[70, 60]",left,"2,0",NULL
1394540095.084,"2014-03-11 12:14:58",048512,31,3031,2301,"[60, 30]","[60, 60]","[30, 30]","[30, 60]",right,"3,1",NULL
1394540098.766,"2014-03-11 12:15:05",048512,32,1073,3210,"[0, 0]","[60, 30]","[30, 60]","[50, 50]",left,"3,1",NULL
1394540105.608,"2014-03-11 12:15:10",048512,33,1063,1032,"[30, 80]","[50, 50]","[0, 0]","[80, 30]",left,"1,3",NULL
1394540110.656,"2014-03-11 12:15:19",048512,34,4083,1032,"[50, 60]","[50, 50]","[40, 40]","[60, 50]",left,"1,3",NULL
1394540119.587,"2014-03-11 12:15:27",048512,35,1041,2301,"[80, 30]","[40, 40]","[50, 50]","[30, 80]",right,"3,1",NULL
1394540127.155,"2014-03-11 12:15:30",048512,36,2102,2301,"[60, 70]","[40, 40]","[70, 70]","[70, 60]",left,"2,0",NULL
1394540131.037,"2014-03-11 12:15:38",048512,37,2134,0123,"[90, 90]","[30, 60]","[60, 30]","[40, 40]",left,"0,2",NULL
1394540138.153,"2014-03-11 12:15:44",048512,38,4164,1032,"[30, 40]","[50, 50]","[40, 40]","[40, 30]",right,"0,2",NULL
1394540145.001,"2014-03-11 12:15:50",048512,39,4053,0123,"[50, 50]","[50, 80]","[80, 50]","[40, 40]",right,"1,3",NULL
1394540150.859,"2014-03-11 12:16:51",048512,40,4112,2301,"[20, 70]","[40, 40]","[50, 50]","[70, 20]",left,"2,0",NULL
1394540211.315,"2014-03-11 12:16:56",048512,41,3144,3210,"[60, 60]","[60, 30]","[30, 60]","[90, 90]",right,"2,0",NULL
1394540216.772,"2014-03-11 12:17:03",048512,42,4041,1032,"[30, 80]","[50, 50]","[40, 40]","[80, 30]",left,"1,3",NULL
1394540223.521,"2014-03-11 12:17:09",048512,43,3134,0123,"[90, 90]","[30, 60]","[60, 30]","[40, 40]",left,"0,2",NULL
1394540229.578,"2014-03-11 12:17:19",048512,44,2063,1032,"[70, 60]","[30, 30]","[40, 40]","[60, 70]",right,"0,2",NULL
