"expt","sub","trial.no","rt"
"expt 1","046232",47,13819
"expt 1","046232",48,9154
"expt 1","046232",49,31451
"expt 1","046232",50,34257
"expt 1","046232",51,24811
"expt 1","046232",52,5684
"expt 1","046232",53,2911
"expt 1","046232",54,2678
"expt 1","046232",55,7544
"expt 1","046232",56,21241
"expt 1","046232",57,6913
"expt 1","046232",58,11229
"expt 1","046232",59,3310
"expt 1","046232",60,3708
"expt 1","046232",61,8739
"expt 1","046232",62,19580
"expt 1","046232",63,7826
"expt 1","047128",0,7477
"expt 1","047128",1,27865
"expt 1","047128",2,10332
"expt 1","047128",3,6929
"expt 1","047128",4,12092
"expt 1","047128",5,30189
"expt 1","047128",6,12706
"expt 1","047128",7,18518
"expt 1","047128",8,14168
"expt 1","047128",9,24478
"expt 1","047128",10,6880
"expt 1","047128",11,30521
"expt 1","047128",12,8573
"expt 1","047128",13,44335
"expt 1","047128",14,40898
"expt 1","047128",15,11263
"expt 1","047128",16,19646
"expt 1","047128",17,6281
"expt 1","047128",18,7079
"expt 1","047128",19,13005
"expt 1","047128",20,12691
"expt 1","047128",21,9453
"expt 1","047128",22,9735
"expt 1","047128",23,15529
"expt 1","047128",24,24179
"expt 1","047128",25,5950
"expt 1","047128",26,17904
"expt 1","047128",27,17040
"expt 1","047128",28,25673
"expt 1","047128",29,14317
"expt 1","047128",30,10416
"expt 1","047128",31,8473
"expt 1","047128",32,10980
"expt 1","047128",33,27051
"expt 1","047128",34,46260
"expt 1","047128",35,11860
"expt 1","047128",36,13072
"expt 1","047128",37,9022
"expt 1","047128",38,13786
"expt 1","047128",39,23863
"expt 1","047128",40,9369
"expt 1","047128",41,15794
"expt 1","047128",42,9818
"expt 1","047128",43,10366
"expt 1","047128",44,12458
"expt 1","047128",45,6697
"expt 1","047128",46,6979
"expt 1","047128",47,5900
"expt 1","047128",48,6249
"expt 1","047128",49,6531
"expt 1","047128",50,5534
"expt 1","047128",51,8141
"expt 1","047128",52,11180
"expt 1","047128",53,14168
"expt 1","047128",54,7278
"expt 1","047128",55,15595
"expt 1","047128",56,10184
"expt 1","047128",57,9718
"expt 1","047128",58,6315
"expt 1","047128",59,6680
"expt 1","047128",60,6398
"expt 1","047128",61,9419
"expt 1","047128",62,13951
"expt 1","047128",63,8673
"expt 1","048512",0,14716
"expt 1","048512",1,9519
"expt 1","048512",2,10267
"expt 1","048512",3,12059
"expt 1","048512",4,4572
"expt 1","048512",5,6481
"expt 1","048512",6,5966
"expt 1","048512",7,7078
"expt 1","048512",8,3210
"expt 1","048512",9,6033
"expt 1","048512",10,5534
"expt 1","048512",11,6681
"expt 1","048512",12,5169
"expt 1","048512",13,5268
"expt 1","048512",14,5185
"expt 1","048512",15,5535
"expt 1","048512",16,5784
"expt 1","048512",17,8971
"expt 1","048512",18,4123
"expt 1","048512",19,3260
"expt 1","048512",20,6813
"expt 1","048512",21,4638
"expt 1","048512",22,3575
"expt 1","048512",23,7128
"expt 1","048512",24,6381
"expt 1","048512",25,2463
"expt 1","048512",26,4422
"expt 1","048512",27,2546
"expt 1","048512",28,5584
"expt 1","048512",29,2512
"expt 1","048512",30,6448
"expt 1","048512",31,2064
"expt 1","048512",32,5219
"expt 1","048512",33,3426
"expt 1","048512",34,7311
"expt 1","048512",35,5169
"expt 1","048512",36,2131
"expt 1","048512",37,4555
"expt 1","048512",38,5236
"expt 1","048512",39,4223
"expt 1","048512",40,2529
"expt 1","048512",41,3641
"expt 1","048512",42,5119
"expt 1","048512",43,3426
"expt 1","048512",44,7958
"expt 1","048512",45,2531
"expt 1","048512",46,6381
"expt 1","048512",47,8473
"expt 1","048512",48,3841
"expt 1","048512",49,2496
"expt 1","048512",50,3742
"expt 1","048512",51,2712
"expt 1","048512",52,5601
"expt 1","048512",53,3907
"expt 1","048512",54,4455
"expt 1","048512",55,2712
"expt 1","048512",56,4737
"expt 1","048512",57,1866
"expt 1","048512",58,3243
"expt 1","048512",59,3509
"expt 1","048512",60,2547
"expt 1","048512",61,4306
"expt 1","048512",62,4040
"expt 1","048512",63,5552
"expt 1","049640",0,4140
"expt 1","049640",1,5069
"expt 1","049640",2,5269
"expt 1","049640",3,12059
"expt 1","049640",4,8025
"expt 1","049640",5,14283
"expt 1","049640",6,10715
"expt 1","049640",7,12076
"expt 1","049640",8,6033
"expt 1","049640",9,5883
"expt 1","049640",10,3559
"expt 1","049640",11,5069
"expt 1","049640",12,6332
"expt 1","049640",13,7328
"expt 1","049640",14,15446
"expt 1","049640",15,7842
"expt 1","049640",16,5932
"expt 1","049640",17,5451
"expt 1","049640",18,16592
"expt 1","049640",19,5734
"expt 1","049640",20,3509
"expt 1","049640",21,7244
"expt 1","049640",22,10880
"expt 1","049640",23,12574
"expt 1","049640",24,9437
"expt 1","049640",25,14765
"expt 1","049640",26,3210
"expt 1","049640",27,4439
"expt 1","049640",28,14201
"expt 1","049640",29,3592
"expt 1","049640",30,14218
"expt 1","049640",31,3559
"expt 1","049640",32,3409
"expt 1","049640",33,3360
"expt 1","049640",34,6315
"expt 1","049640",35,13371
"expt 1","049640",36,6398
"expt 1","049640",37,10399
"expt 1","049640",38,15148
"expt 1","049640",39,6680
"expt 1","049640",40,7427
"expt 1","049640",41,9087
"expt 1","049640",42,3991
"expt 1","049640",43,3642
"expt 1","049640",44,11279
"expt 1","049640",45,3941
"expt 1","049640",46,4106
"expt 1","049640",47,16326
"expt 1","049640",48,4638
"expt 1","049640",49,7410
"expt 1","049640",50,5186
"expt 1","049640",51,6581
"expt 1","049640",52,2994
"expt 1","049640",53,2928
"expt 1","049640",54,3343
"expt 1","049640",55,5003
"expt 1","049640",56,10731
"expt 1","049640",57,5884
"expt 1","049640",58,9203
"expt 1","049640",59,3110
"expt 1","049640",60,3110
"expt 1","049640",61,17504
"expt 1","049640",62,7194
"expt 1","049640",63,10000
"expt 1","050744",0,5784
"expt 1","050744",1,6199
"expt 1","050744",2,6746
"expt 1","050744",3,5435
"expt 1","050744",4,4688
"expt 1","050744",5,7195
"expt 1","050744",6,3376
"expt 1","050744",7,3260
"expt 1","050744",8,6912
"expt 1","050744",9,5153
"expt 1","050744",10,3792
"expt 1","050744",11,2977
"expt 1","050744",12,5484
"expt 1","050744",13,7095
"expt 1","050744",14,7875
"expt 1","050744",15,10582
"expt 1","050744",16,5418
"expt 1","050744",17,6797
"expt 1","050744",18,8556
"expt 1","050744",19,7095
"expt 1","050744",20,3343
"expt 1","050744",21,5069
"expt 1","050744",22,2613
"expt 1","050744",23,3642
"expt 1","050744",24,4007
"expt 1","050744",25,5136
"expt 1","050744",26,6879
"expt 1","050744",27,5335
"expt 1","050744",28,2761
"expt 1","050744",29,3741
"expt 1","050744",30,4439
"expt 1","050744",31,5120
"expt 1","050744",32,5534
"expt 1","050744",33,3609
"expt 1","050744",34,5999
"expt 1","050744",35,10930
"expt 1","050744",36,4422
"expt 1","050744",37,5618
"expt 1","050744",38,2165
"expt 1","050744",39,3260
"expt 1","050744",40,6597
"expt 1","050744",41,5236
"expt 1","050744",42,3177
"expt 1","050744",43,5070
"expt 1","050744",44,4057
"expt 1","050744",45,3709
"expt 1","050744",46,6016
"expt 1","050744",47,3625
"expt 1","050744",48,4870
"expt 1","050744",49,2180
"expt 1","050744",50,2048
"expt 1","050744",51,1915
"expt 1","050744",52,4937
"expt 1","050744",53,3210
"expt 1","050744",54,2513
"expt 1","050744",55,3492
"expt 1","050744",56,2147
"expt 1","050744",57,1915
"expt 1","050744",58,4522
"expt 1","050744",59,3675
"expt 1","050744",60,2845
"expt 1","050744",61,3393
"expt 1","050744",62,4455
"expt 1","050744",63,4820
"expt 1","051176",0,18866
"expt 1","051176",1,13221
"expt 1","051176",2,18484
"expt 1","051176",3,10515
"expt 1","051176",4,10349
"expt 1","051176",5,13138
"expt 1","051176",6,8341
"expt 1","051176",7,10798
"expt 1","051176",8,19929
"expt 1","051176",9,9120
"expt 1","051176",10,9387
"expt 1","051176",11,6697
"expt 1","051176",12,21341
"expt 1","051176",13,6680
"expt 1","051176",14,6879
"expt 1","051176",15,9220
"expt 1","051176",16,5816
"expt 1","051176",17,5451
"expt 1","051176",18,8423
"expt 1","051176",19,5784
"expt 1","051176",20,9087
"expt 1","051176",21,6348
"expt 1","051176",22,5999
"expt 1","051176",23,5834
"expt 1","051176",24,4870
"expt 1","051176",25,9220
"expt 1","051176",26,13371
"expt 1","051176",27,8174
"expt 1","051176",28,14400
"expt 1","051176",29,10216
"expt 1","051176",30,6564
"expt 1","051176",31,11378
"expt 1","051176",32,3807
"expt 1","051176",33,4589
"expt 1","051176",34,4024
"expt 1","051176",35,5584
"expt 1","051176",36,5717
"expt 1","051176",37,6946
"expt 1","051176",38,4821
"expt 1","051176",39,4090
"expt 1","051176",40,6614
"expt 1","051176",41,8190
"expt 1","051176",42,3526
"expt 1","051176",43,4040
"expt 1","051176",44,9719
"expt 1","051176",45,4256
"expt 1","051176",46,3027
"expt 1","051176",47,6299
"expt 1","051176",48,5335
"expt 1","051176",49,7743
"expt 1","051176",50,9834
"expt 1","051176",51,3094
"expt 1","051176",52,4937
"expt 1","051176",53,4804
"expt 1","051176",54,12541
"expt 1","051176",55,4422
"expt 1","051176",56,7792
"expt 1","051176",57,7959
"expt 1","051176",58,4738
"expt 1","051176",59,6182
"expt 1","051176",60,4638
"expt 1","051176",61,5253
"expt 1","051176",62,8324
"expt 1","051176",63,6812
"expt 1","052720",0,2197
"expt 1","052720",1,3691
"expt 1","052720",2,2148
"expt 1","052720",3,3442
"expt 1","052720",4,2529
"expt 1","052720",5,2679
"expt 1","052720",6,4124
"expt 1","052720",7,3326
"expt 1","052720",8,2331
"expt 1","052720",9,7162
"expt 1","052720",10,2247
"expt 1","052720",11,1998
"expt 1","052720",12,2097
"expt 1","052720",13,2164
"expt 1","052720",14,1949
"expt 1","052720",15,2264
"expt 1","052720",16,1816
"expt 1","052720",17,3177
"expt 1","052720",18,4273
"expt 1","052720",19,5186
"expt 1","052720",20,2164
"expt 1","052720",21,1915
"expt 1","052720",22,2746
"expt 1","052720",23,2696
"expt 1","052720",24,2695
"expt 1","052720",25,1949
"expt 1","052720",26,2645
"expt 1","052720",27,5568
"expt 1","052720",28,2829
"expt 1","052720",29,2297
"expt 1","052720",30,1700
"expt 1","052720",31,4206
"expt 1","052720",32,2945
"expt 1","052720",33,2198
"expt 1","052720",34,2181
"expt 1","052720",35,2263
"expt 1","052720",36,2230
"expt 1","052720",37,2396
"expt 1","052720",38,5286
"expt 1","052720",39,4854
"expt 1","052720",40,1882
"expt 1","052720",41,1882
"expt 1","052720",42,1732
"expt 1","052720",43,4356
"expt 1","052720",44,2496
"expt 1","052720",45,2530
"expt 1","052720",46,4140
"expt 1","052720",47,2762
"expt 1","052720",48,2214
"expt 1","052720",49,1981
"expt 1","052720",50,2031
"expt 1","052720",51,4073
"expt 1","052720",52,1683
"expt 1","052720",53,2629
"expt 1","052720",54,4123
"expt 1","052720",55,2911
"expt 1","052720",56,3110
"expt 1","052720",57,2413
"expt 1","052720",58,3875
"expt 1","052720",59,3359
"expt 1","052720",60,1882
"expt 1","052720",61,1932
"expt 1","052720",62,2696
"expt 1","052720",63,4090
"expt 1","053280",0,4040
"expt 1","053280",1,3193
"expt 1","053280",2,2861
"expt 1","053280",3,6033
"expt 1","053280",4,3294
"expt 1","053280",5,6514
"expt 1","053280",6,6398
"expt 1","053280",7,2447
"expt 1","053280",8,4107
"expt 1","053280",9,3974
"expt 1","053280",10,2928
"expt 1","053280",11,2579
"expt 1","053280",12,4041
"expt 1","053280",13,4970
"expt 1","053280",14,6797
"expt 1","053280",15,3592
"expt 1","053280",16,5020
"expt 1","053280",17,5468
"expt 1","053280",18,9802
"expt 1","053280",19,4190
"expt 1","053280",20,6066
"expt 1","053280",21,5451
"expt 1","053280",22,4987
"expt 1","053280",23,3974
"expt 1","053280",24,4688
"expt 1","053280",25,3841
"expt 1","053280",26,5849
"expt 1","053280",27,5434
"expt 1","053280",28,5385
"expt 1","053280",29,3027
"expt 1","053280",30,4206
"expt 1","053280",31,4223
"expt 1","053280",32,4538
"expt 1","053280",33,5136
"expt 1","053280",34,6531
"expt 1","053280",35,3326
"expt 1","053280",36,6232
"expt 1","053280",37,5086
"expt 1","053280",38,4505
"expt 1","053280",39,3144
"expt 1","053280",40,4090
"expt 1","053280",41,7394
"expt 1","053280",42,3510
"expt 1","053280",43,4289
"expt 1","053280",44,2978
"expt 1","053280",45,2579
"expt 1","053280",46,2961
"expt 1","053280",47,4472
"expt 1","053280",48,3592
"expt 1","053280",49,4987
"expt 1","053280",50,4622
"expt 1","053280",51,4373
"expt 1","053280",52,4107
"expt 1","053280",53,3194
"expt 1","053280",54,4820
"expt 1","053280",55,1765
"expt 1","053280",56,5302
"expt 1","053280",57,3725
"expt 1","053280",58,4472
"expt 1","053280",59,3061
"expt 1","053280",60,4937
"expt 1","053280",61,6448
"expt 1","053280",62,4223
"expt 1","053280",63,7460
